SYSNO,Author,Advisor,Title_Pt,Subtitle_pt,Title_En,Subtitle_en,Type,Field,Year,Keywords,Subject(Library)
1618584,"Carvalho, Marcelo Silva de","Santos, Luiz Henrique Lopes dos",Imagem e dissolução,entre as investigações e da certeza,NA,NA,Tese (Doutorado),FILOSOFIA,2006,NA,FILOSOFIA CONTEMPORÂNEA|LÓGICA|LINGUAGEM
1620478,"Teles, Edson Luis de Almeida","Ribeiro, Renato Janine",Brasil e África do Sul,os paradoxos da democracia. Memória política em democracias com herança autoritária,Brazil and South Africal,the democracy´s paradoxes - political memory in democracies with autoritarian legacy,Tese (Doutorado),FILOSOFIA,2007,NA,AUTORITARISMO (SISTEMAS DE GOVERNO)|ANISTIA|DIREITOS HUMANOS
1625222,"Ferreira, Marcelo Alves","Mariconda, Pablo Ruben",Transformismo e extinção,de Lamarck a Darwin,Transformation and extinction,from Lamarck to Darwin,Tese (Doutorado),FILOSOFIA,2007,NA,EVOLUÇÃO (TEORIA;FISIOLOGIA)|BIOLOGIA (HISTÓRIA)
1626890,"Mattos, Fernando Costa","Cacciola, Maria Lucia Mello de Oliveira",Nietzsche e o primado da prática,um espírito livre em guerra contra o dogmatismo,Nietzsche and the primacy of practice,a free spirit at war against dogmatism,Tese (Doutorado),FILOSOFIA,2007,NA,FILOSOFIA CONTEMPORÂNEA|EPISTEMOLOGIA
1631395,"Machado Filho, Moysés Floriano","Santos, Luiz Henrique Lopes dos",Narrações da Natureza,a concepção espinosista da verdade no Tractatus de Intellectus Emendatio,Natural narratives,the Spinozan conception of truth in the Tractatus de Intellectus Emendatione,Tese (Doutorado),FILOSOFIA,2007,NA,FILOSOFIA MODERNA|VERDADE|MENTE
1631396,"Manzi Filho, Ronaldo","Safatle, Vladimir Pinheiro",Em torno do corpo próprio e sua imagem,NA,Around the own body and its bodily image.,NA,Dissertação (Mestrado),FILOSOFIA,2007,NA,IMAGEM CORPORAL|CONSCIÊNCIA CORPORAL
1631398,"Braga, Paula Priscila","Favaretto, Celso Fernando",A trama da terra que treme,multiplicidade em Hélio Oiticica,The constructivist strategies within Hélio Oiticica´s oeuvre,NA,Tese (Doutorado),FILOSOFIA,2007,NA,ARTE CONTEMPORÂNEA|CONSTRUTIVISMO (ARTE MODERNA)
1632434,"Azevedo, José Fernando Peixoto de","Arantes, Paulo Eduardo",Brecht,experiência e engajamento - uma leitura de a medida,NA,NA,Tese (Doutorado),FILOSOFIA,2007,NA,LITERATURA ALEMÃ (CRÍTICA E INTERPRETAÇÃO)|CRÍTICA TEATRAL|FEMINISMO
1636283,"Carvalho, Alexandre Filordi de","Marton, Scarlett",História e subjetividade no pensamento de Michel Foucault,NA,History and subjectivity in the thinking of Michel Foucault,NA,Tese (Doutorado),FILOSOFIA,2007,NA,CRÍTICA|HISTÓRIA|SUBJETIVIDADE|SUJEITO
1636488,"Pedroso, Gustavo Jose de Toledo","Fausto, Ruy",A realidade como ideologia,sobre o problema da ideologia na obra de Theodor W. Adorno,Reality as ideology,on problem of ideology in the work of Theodor W. Adorno,Tese (Doutorado),FILOSOFIA,2007,NA,FILOSOFIA CONTEMPORÂNEA|IDEOLOGIA
1638756,"Fujita, Natalia Giosa","Suzuki, Marcio","\'Algumas observações sobre William Shakespeare por ocasião do Wilhelm Meister\"", de August-Wilhelm Schlegel; \'Resenha de \'Algumas observações sobre William Shakespeare por ocasião do Wilhelm Meister\"", de August-Wilhelm Schlegel\'; de Friedrich Schlegel; \'Sobre o Meister de Goethe\', de Friedrich Schlegel: tradução, notas e ensaio introdutório",NA,"\""Etwas über William Shakespeare bei Gelegenheit Wilhelm Meisters\"", by August-Wilhelm Schlegel; \""Review of \'Etwas über William Shakespeare bei Gelegenheit Wilhelm Meisters\', by August-Wilhelm Schlegel\"", by Friedrich Schlegel, and \""Über Goethes Meister\"", by Friedrich Schlegel: translations, notes and introductory essays",NA,Dissertação (Mestrado),FILOSOFIA,2006,NA,LITERATURA INGLESA (CRÍTICA E INTERPRETAÇÃO)|ROMANTISMO|CRÍTICA LITERÁRIA|NEOCLASSICISMO
1639011,"Oliveira, Márcia Rezende de","Marton, Scarlett","Ecce homo, a fisio-psicologia de um tipo",NA,"Ecce homo, the physio-psychology of a type",NA,Dissertação (Mestrado),FILOSOFIA,2007,NA,FILOSOFIA CONTEMPORÂNEA|GENEALOGIA
1639018,"Mesquita, Fabio Luiz de Almeida","Cacciola, Maria Lucia Mello de Oliveira",Schopenhauer e o Oriente,NA,Schopenhauer and the East,NA,Dissertação (Mestrado),FILOSOFIA,2007,NA,FILOSOFIA CONTEMPORÂNEA (INFLUÊNCIAS)
1641254,"Cruz, Fernão de Oliveira Salles dos Santos","Moura, Carlos Alberto Ribeiro de",As condições de possibilidade da ciência da natureza humana,crítica da metafísica e ciência do homem,NA,NA,Tese (Doutorado),FILOSOFIA,2007,NA,FILOSOFIA MODERNA|EMPIRISMO
1641431,"Persch, Sérgio Luis","Chaui, Marilena de Souza|Matos, Luiz Fernando Batista Franklin de",Imaginação e profecias no 'Tratado teológico-político' de Espinosa,NA,Imagination and profecies in Spinoza\'s \'theological-political treatise\',NA,Tese (Doutorado),FILOSOFIA,2007,NA,FILOSOFIA MODERNA|IMAGINAÇÃO|CONHECIMENTO
1643281,"Pinto, Sônia Maria de Carvalho","Werle, Marco Aurélio",A controversa pintura de Anita Malfatti,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2007,NA,PINTURA|ARTE MODERNA|MODERNISMO
1644503,"Pinto, Marcio Morena","Nascimento, Milton Meira",A legitimidade do estado civil na teoria política de Jean-Jacques Rousseau,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2007,NA,CONTRATO SOCIAL|LEGALIDADE|SOBERANIA POLÍTICA|FILOSOFIA POLÍTICA
1646588,"Santos, Rodison Roberto","Souza, Maria das Gracas de","Igualdade, liberdade e instrução pública em Condorcet",NA,"Equality, liberty and public instruction in Condorcet",NA,Dissertação (Mestrado),FILOSOFIA,2007,NA,ENSINO PÚBLICO (FILOSOFIA;TEORIA)|REVOLUÇÃO FRANCESA (EDUCAÇÃO;ASPECTOS FILOSÓFICOS)
1669468,"Martins, José Antônio","Nascimento, Milton Meira do",Os fundamentos da República e sua corrupção nos Discursos de Maquiavel,NA,Principles of the Republic and his corruption in the Discours by Machiavel,NA,Tese (Doutorado),FILOSOFIA,2007,NA,FILOSOFIA POLÍTICA
1669787,"Kawauche, Thomaz Massadi Teixeira","Souza, Maria das Gracas de",A santidade do contrato e das leis,um estudo sobre religião e política em Rousseau,The sanctity of contract and laws,a study about religion and politics in Rousseau,Dissertação (Mestrado),FILOSOFIA,2007,NA,FILOSOFIA MODERNA|ILUMINISMO|CONTRATO SOCIAL|RELIGIÃO (ASPECTOS FILOSÓFICOS)
1671791,"Otenio, Erinson Cardoso","Terra, Ricardo Ribeiro",Subjetividade & dominação,a crítica de Max Stirmer à alienação como elemento constitutivo da subjetividade moderna,Subjectivity & domination,the Max Stirmer' s criticism to the alienation as a element of the process of constitution of modern subjectivity,Dissertação (Mestrado),FILOSOFIA,2008,NA,FILOSOFIA CONTEMPORÂNEA|EXISTENCIALISMO|NIILISMO|INDIVIDUALISMO|SUBJETIVIDADE|ALIENAÇÃO SOCIAL|MODERNIDADE
1671792,"Oga, Luis Fernando","Pessoa Junior, Osvaldo Frota",A teoria da ciência no modelo Black-Scholes de apreçamento de opções,NA,The theory of science in the Black-Scholes option valuation model,NA,Dissertação (Mestrado),FILOSOFIA,2007,NA,FILOSOFIA DA CIÊNCIA|FINANÇAS (ASPECTOS FILOSÓFICOS)
1671793,"Silva, Vanice Ribeiro da","Cuter, Joao Vergilio Gallerani",Da teoria russelliana das descrições ao atomismo lógico do Tractatus de Wittgenstein,NA,Analysis of the period of philosophical thought of B. Russell and L. Wittgenstein between the years of 1905 and 1914 describing the development of the philosophy of logical atomism present in the Tractatus logico-philosophicus of Wittgenstein,NA,Dissertação (Mestrado),FILOSOFIA,2008,NA,FILOSOFIA CONTEMPORÂNEA|FILOSOFIA CONTEMPORÂNEA|FILOSOFIA DA LINGUAGEM
1671795,"Tolle, Oliver","Knoll, Victor",Luz estética,a ciência do sensível de Baumgarten entre a arte e a iluminação,The concept of asthetics as science of sensibility in the work from the philosopher Alexander Gottlieb Baumgarten (1714- 1762),NA,Tese (Doutorado),FILOSOFIA,2008,NA,FILOSOFIA MODERNA|ESTÉTICA|FILOSOFIA DA ARTE
1676913,"Ferraz, Marcus Sacrini Ayres","Moura, Carlos Alberto Ribeiro de",Fenomenologia e ontologia em Merleau-Ponty,NA,Phenomenology and ontology in Merleau-Ponty's work,NA,Tese (Doutorado),FILOSOFIA,2008,NA,FILOSOFIA CONTEMPORÂNEA|FENOMENOLOGIA|ONTOLOGIA|METAFÍSICA
1676931,"Maamari, Adriana Mattar","Souza, Maria das Gracas de",A república e a democracia em Thomas Paine,NA,The Republic and the democracy in Thomas Paine's work,NA,Tese (Doutorado),FILOSOFIA,2008,NA,REVOLUÇÃO FRANCESA|REPÚBLICA|DEMOCRACIA
1676956,"Gomes, Adriano Albuquerque","Silva, Franklin Leopoldo e",A substância divina e a subjetividade em Descartes,NA,The relation between the divine substance and the subjectivity in Descartes,NA,Dissertação (Mestrado),FILOSOFIA,2008,NA,FILOSOFIA MODERNA|RACIONALISMO|DEUS|SUBJETIVIDADE
1680999,"Kickhöfel, Eduardo Henrique Peiruque","Mariconda, Pablo Rubén","A natureza, a razão e a ciência do homem",edição dos estudos de anatomia de Leonardo da Vinci e notas para uma interpretação de sua ciência,NA,NA,Tese (Doutorado),FILOSOFIA,2007,NA,FILOSOFIA DA CIÊNCIA|EPISTEMOLOGIA|ANATOMIA (ESTUDO)
1689192,"Ibarra, Andrés Alfredo Rodriguez","Nascimento, Milton Meira do",Uma relação sempre atual,a liberdade recalcitrante de Michel Foucault,NA,NA,Tese (Doutorado),FILOSOFIA,2007,NA,FILOSOFIA CONTEMPORÂNEA
1692030,"Salviano, Jarlee Oliveira Silva","Cacciola, Maria Lucia Mello de Oliveira",Labirintos do nada,a crítica de Nietzsche ao niilismo de Schopenhauer,Nothing' s labyrinth,Nietzsche's critic to the Schopenhauer' s Nihilill,Tese (Doutorado),FILOSOFIA,2007,NA,NIILISMO (CRÍTICA)|FILOSOFIA CONTEMPORÂNEA
1692042,"Becker, Evaldo","Nascimento, Milton Meira do",Política e linguagem em Rousseau,NA,Politics and language in Rousseau,NA,Tese (Doutorado),FILOSOFIA,2008,NA,FILOSOFIA DA LINGUAGEM|POLÍTICA
1692048,"Carvalho, Frank Viana","Nascimento, Milton Meira do",O pensamento político monarcômaco,da limitação do poder real ao contratualismo,"The""monarcomachs political thought",from the limitation of real power to the theory of contract,Tese (Doutorado),FILOSOFIA,2008,NA,FILOSOFIA POLÍTICA|ÉTICA
1692083,"Ghelere, Gabriela Doll","Ribeiro, Renato Janine",A liberdade individual para Benjamin Constant,NA,Individual liberty for Benjamin Constant,NA,Dissertação (Mestrado),FILOSOFIA,2008,NA,LIBERDADE|LIBERALISMO|POLÍTICA
1693940,"Germano, Emanuel Ricardo","Silva, Franklin Leopoldo e",O pensamento dos limites,contingência e engajamento em Albert Camus,NA,NA,Tese (Doutorado),FILOSOFIA,2007,NA,LITERATURA FRANCESA (CRÍTICA E INTERPRETAÇÃO)
1695772,"Sacchettin, Priscila","Mammi, Lorenzo",Impressionismo em preto e branco,desenho e gravura em Félix Bracquemond,NA,NA,Dissertação (Mestrado),FILOSOFIA,2007,NA,IMPRESSIONISMO|GRAVURA
1697947,"Camunha, Elaine","Kuntz, Rolf Nelson",A função da religião civil e sua relevância na teoria política do contrato social de Jean-Jacques Rousseau,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2008,NA,FILOSOFIA MODERNA|ILUMINISMO|CONTRATO SOCIAL|RELIGIÃO CIVIL
1698508,"Hada, Karem Cynthia","Pessoa Junior, Osvaldo Frota",O ideal de ordem natural de Toulmin aplicado à biologia teleomecanicista do século XIX,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2007,NA,FILOSOFIA DA CIÊNCIA|BIOLOGIA|COSMOLOGIA (FILOSOFIA)
1700873,"Petitdemange, Frédéric","Kossovitch, Leon",A questão dos assuntos na pintura francesa do século XVIII,os salons de Denis Diderot e a pintura de Chardin,NA,NA,Dissertação (Mestrado),FILOSOFIA,2007,NA,PINTURA
1703617,"Vicente, Luciano","Loparic, Andréa Maria Altino de Campos",Uma prova de incompletude da aritmética baseada no teorema das definições recursivas,NA,A proof of incompleteness for arithmetic by means of the theorem of the definition by recursion,NA,Dissertação (Mestrado),FILOSOFIA,2008,NA,TEORIA DOS TIPOS|ARITMÉTICA|LÓGICA|LÓGICA (FILOSOFIA)
1703693,"Theobaldo, Maria Cristina","Cardoso, Sergio",Sobre o 'Da educação das crianças',a nova maneira de Montaigne,Of the education of children,the nouvelle manièrè of Montaigne,Tese (Doutorado),FILOSOFIA,2008,NA,FILOSOFIA MODERNA|FILOSOFIA DO RENASCIMENTO|MORAL|HUMANISMO
1703873,"Hirata, Celi","Oliva, Luís César Guimarães",O perspectivismo e o projeto leibniziano de conciliação das filosofias,NA,The perspectivism and the Leibnizs project of conciliation of Philosophies,NA,Dissertação (Mestrado),FILOSOFIA,2008,NA,FILOSOFIA MODERNA|CONHECIMENTO (FILOSOFIA)
1705696,"Silva Filho, Luiz Marcos da","Novaes Filho, Moacyr Ayres",A definição de populus n'A cidade de Deus de santo Agostinho,uma controvérsia com Da república de Cícero,"The definition of populus in The city of God, of Augustine: a controverse with Cicero's On the Republic",a controverse with Cicero's On the Republic,Dissertação (Mestrado),FILOSOFIA,2008,NA,VIRTUDE|JUSTIÇA (FILOSOFIA)
1709241,"Oliveira, Carlos Eduardo Pereira","Santiago, Homero Silveira",Descartes,a livre criação das verdades eternas,Descartes,the creation of the eternal truths,Dissertação (Mestrado),FILOSOFIA,2008,NA,VERDADE (FILOSOFIA)|LIBERDADE (FILOSOFIA)|DEUS (FILOSOFIA)
1709436,"Tonnetti, Flavio Americo","Pessoa Junior, Osvaldo Frota",A especificidade da ciência da atenção,da filosofia da mente à neurociência cognitiva,The specificity of the science of attention,from philosophy of mind to cognitive neuroscience,Dissertação (Mestrado),FILOSOFIA,2008,NA,CIÊNCIA COGNITIVA|NEUROCIÊNCIAS|MENTE (FILOSOFIA)|ATENÇÃO (ASPECTOS CIENTÍFICOS)
1711107,"Cunha, João Geraldo Martins da","Giannotti, José Arthur","Juízo moral, história e revolução em Kant e Fichte",NA,NA,NA,Tese (Doutorado),FILOSOFIA,2007,NA,FILOSOFIA MODERNA|FILOSOFIA POLÍTICA|FILOSOFIA DA HISTÓRIA|MORAL
1711476,"Xavier, Henrique Piccinato","Chaui, Marilena de Souza",Eternidade sob a duração das palavras -,"simultaneidade, geometria e infinito na ética de Espinosa",Eternity under the duration of words:,"simultaneity, geometry and infinite ethics of Spinoza",Dissertação (Mestrado),FILOSOFIA,2008,NA,IMANÊNCIA|BARROCO|GEOMETRIA
1711695,"Agostini, Cristina de Souza","Santos, Luiz Henrique Lopes dos",Aristófanes e Platão,deformadores da democracia antiga,Aristophane et Platon,les déformants de la démocratie ancienne,Dissertação (Mestrado),FILOSOFIA,2008,NA,DEMOCRACIA (FILOSOFIA)|ANTIGUIDADE
1712303,"Pimentel, Brutus Abel Fratuce","Matos, Olgaria Chain Feres",Paul Valéry,estudos filosóficos,Paul Valéry,philosophical studies,Tese (Doutorado),FILOSOFIA,2008,NA,ESTÉTICA (FILOSOFIA)|LINGUAGEM (FILOSOFIA)
1712325,"Tonelli, Maria Luiza Quaresma","Ribeiro, Renato Janine",Ética e política,qual liberdade?,Ethics and politics,what liberty?,Dissertação (Mestrado),FILOSOFIA,2008,NA,ÉTICA|POLÍTICA|LIBERDADE|DEMOCRACIA|MODERNIDADE
1712916,"Carneiro, Silvio Ricardo Gomes","Safatle, Vladimir Pinheiro",O discurso ontológico e a teoria crítica de Herbert Marcuse,gênese da filosofia da psicanálise (1927-1955),The ontological discurse and the critical theory of Herbert Marcuse,genesis of philosophy of psychoanalysis (1927-1955),Dissertação (Mestrado),FILOSOFIA,2008,NA,TEORIA CRÍTICA|ONTOLOGIA|PSICANÁLISE (FILOSOFIA)
1713954,"Johanson, Izilda Cristina","Knoll, Victor",Pensamento e invenção,Bergson e a busca metódica do tempo perdido,Thought and Invention,Bergson and the methodic search of the lost time,Tese (Doutorado),FILOSOFIA,2008,NA,CRIAÇÃO ARTÍSTICA|INTENÇÃO|PENSAMENTO
1715144,"Saggese, Antonio José","Kossovitch, Leon",Imaginando a mulher,"Pin-up, da chérette à playmate",Imagining the female,"pin-up, of the chérette to playmate",Dissertação (Mestrado),FILOSOFIA,2008,NA,FOTOGRAFIA PUBLICITÁRIA|NUDEZ (ASPECTOS SOCIOECONÔMICOS)|ILUSTRAÇÃO|MULHERES|COMUNICAÇÃO VISUAL
1716720,"Baiardi, Daniel Cerqueira","Pessoa Junior, Osvaldo Frota","Conhecimento, evolução e complexidade na filosofia sintética de Herbert Spencer",NA,"Knowledge, evolution and complexity in Herbert Spencers synthetic philosophy",NA,Dissertação (Mestrado),FILOSOFIA,2008,NA,CONHECIMENTO|EVOLUÇÃO|COMPLEXIDADE|TEOLOGIA|EPISTEMOLOGIA
1727463,"Itokazu, Ericka Marie","Chaui, Marilena de Souza","Tempo, duração e eternidade na filosofia de Espinosa",NA,"Time, duration and eternity in Spinozas Philosophy",NA,Tese (Doutorado),FILOSOFIA,2008,NA,TEMPO (FILOSOFIA)|IMAGINAÇÃO (FILOSOFIA)
1729335,"Figueiredo, Vinicius Berlendis de","Giannotti, José Arthur","Crítica da aparência nas ""Observações sobre o sentimento do belo e do sublime""",NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,BELO (FILOSOFIA)|FILOSOFIA MODERNA
1734947,"Gainza, Mariana Cecilia de","Chaui, Marilena de Souza",Espinosa,uma filosofia materialista do infinito positivo,Espinosa,matérialiste de l'infini positif,Tese (Doutorado),FILOSOFIA,2009,NA,MATERIALISMO
1765054,"Assis, Emerson Ferreira de","Plastino, Caetano Ernesto",Axiomata Sive Leges Motus,a mecânica racional newtoniana sob a ótica da metodologia dos programas de pesquisa científica,Axiomata Sive Leges Motus,the Newtonian rational mechanics on the views of methodology of scientific research programmes,Dissertação (Mestrado),FILOSOFIA,2008,NA,PESQUISA CIENTÍFICA|GRAVIDADE
1765826,"Polla, Cauê Cardoso","Werle, Marco Aurélio",O partido das coisas,"modernidade, ciência e decisão",On the side of things,"modernity, science and decision",Dissertação (Mestrado),FILOSOFIA,2008,NA,FILOSOFIA CONTEMPORÂNEA|CONCEITOS (LÓGICA)
1768906,"Ferreira, Paulo Fernando Tadeu","Zingano, Marco Antônio de Ávila",Enunciado asseverativo e contingência em Aristóteles,A batalha naval amanhã em De Interpretatione 9,Asseverative discourse and contingency in Aristotle,The sea battle tomorrow in De Interpretatione 9,Dissertação (Mestrado),FILOSOFIA,2008,NA,ENUNCIADOS|DETERMINISMO (FILOSOFIA)
1770015,"Sayegh, Astrid","Silva, Franklin Leopoldo e",Bergson,a consciência criadora metafísica da ciência,Bergson,the creator conscience metaphysical of science,Tese (Doutorado),FILOSOFIA,2008,NA,METAFÍSICA|INTUIÇÃO
1771098,"Ramos, Flamarion Caldeira","Cacciola, Maria Lucia Mello de Oliveira","A miragem"" do absoluto","sobre a contraposição de Schopenhauer a Hegel: crítica, especulação e filosofia da religião",The mirage of the absolute,"on the contraposition of Schopenhauer and Hegel: Critique, speculation and the philosophy of religion",Tese (Doutorado),FILOSOFIA,2008,NA,FILOSOFIA DA RELIGIÃO
1771108,"Costa, Daniel da","Silva, Franklin Leopoldo e",A emergência e a insurgência da pessoa humana na história,"ensaio sobre a construção do conceito de ""dignidade humana"" no personalismo de Emmanuel Mounier",The insurgency and emergence of the individual in history,"essay on the construction of the concept of ""human dignity"" in the personalism of Emmanuel Mounier",Dissertação (Mestrado),FILOSOFIA,2009,NA,PERSONALISMO|LIBERDADE|LIBERALISMO|PENSAMENTO (ASPECTOS FILOSÓFICOS)
1771175,"Bueno, Maria Rita Spina","Pessoa Junior, Osvaldo Frota",Níveis de seleção,"uma avaliação a partir da teoria do ""gene egoísta""",Levels of selection,an evaluation from the theory of selfish gene,Dissertação (Mestrado),FILOSOFIA,2008,NA,SELEÇÃO NATURAL|EGOISMO|FENÓTIPOS
1778933,"Crivorncica, Roberta","Novaes Filho, Moacyr Ayres",Necessidade e possibilidade da prova da existência de Deus na filosofia de Tomás de Aquino,NA,Necessity and possibility of proving the existence of God in the philosophy of Thomas Aquinas,NA,Dissertação (Mestrado),FILOSOFIA,2008,NA,DEUS|TEOLOGIA|DOUTRINA (ASPECTOS RELIGIOSOS)|EXISTÊNCIA
1782505,"Rubira, Luís Eduardo Xavier","Marton, Scarlett",Nietzsche,do eterno retorno do mesmo à transvaloração de todos os valores,Nietzsche,of the eternal return of same to revaluation of all values,Tese (Doutorado),FILOSOFIA,2008,NA,VALORES (FILOSOFIA)|TEMPO (FILOSOFIA)
1784671,"Brandão, Rodrigo","Souza, Maria das Graças de",A ordem do mundo e o homem,estudos sobre metafísica e moral em Voltaire,The order of the world and man,a study on metaphysics and morals in Voltaires thought,Tese (Doutorado),FILOSOFIA,2008,NA,LIBERDADE|TEODICEIA|CETICISMO
1788506,"Gaspar, Francisco Prata","Moura, Carlos Alberto Ribeiro de",Fichte e o primado da prática,NA,Fichte and the primacy of practice,NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,EU (FILOSOFIA)
1788536,"Andreoni Junior, Isacir Heleno","Cacciola, Maria Lúcia Mello de Oliveira",As potências e o nada,niilismo e pluralidade semântica em Friedrich Nietzsche,The powers and nothing,nihilism and semantic plurality in Friedrich Nietzsche,Dissertação (Mestrado),FILOSOFIA,2009,NA,NIILISMO|VONTADE|GENEALOGIA
1789217,"Toledo Junior, Joaquim Eloi Cirne de","Plastino, Caetano Ernesto","Linguagem, contexto e razão",Richard Rorty e a virada lingüística,"Language, context and reason",Richard Rorty and the linguistic turn,Dissertação (Mestrado),FILOSOFIA,2008,NA,FILOSOFIA CONTEMPORÂNEA|FILOSOFIA DA LINGUAGEM|PRAGMATISMO|VERDADE (FILOSOFIA)
1789742,"Pereira, Newton Gomes","Chauí, Marilena de Souza",O ser da Política e a política do ser,o confronto entre Hannah Arendt e Martin Heidegger em Ser e Tempo,The being of politics and the politics of being,the confrontation between Arendt and Heidegger in Being and Time,Tese (Doutorado),FILOSOFIA,2008,NA,FILOSOFIA CONTEMPORÂNEA|SER|LIBERDADE
1790178,"Figueiredo, Nara Miranda de","Santos, Luiz Henrique Lopes dos",Estudo sobre regras e linguagem privada,a divergência de interpretações sobre a noção de regra nas Investigações Filosóficas,Study on rules and private language,Interpretation´s disagreement on rule´s notion in Philosophical Investigations,Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA CONTEMPORÂNEA|FILOSOFIA DA LINGUAGEM
1790181,"Noto, Carolina de Souza","Moura, Carlos Alberto Ribeiro de",A ontologia do sujeito em Michel Focault,NA,The ontology of the subject in Michel Foucault,NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA CONTEMPORÂNEA|SER|SUBJETIVIDADE (FILOSOFIA)
1790774,"Ipar, Ezequiel","Matos, Olgária Chain Féres",A corrente subterrânea da Escola Frankfurt,teoria social e teoria estética em Theodor Adorno,The undercurrent of the Frankfurt School,social theory and aesthetic theory of Theodor Adorno,Tese (Doutorado),FILOSOFIA,2009,NA,ESCOLA DE FRANKFURT|ESTÉTICA (TEORIA)|DIALÉTICA
1792127,"Lian, Antonio Henrique","Matos, Luiz Fernando Batista Franklin de",Do cubismo musical,uma investigação em estética comparada,On Musical Cubism,an inquiry in compared aesthetics,Tese (Doutorado),FILOSOFIA,2009,NA,ESTÉTICA|FILOSOFIA DA MÚSICA|HISTÓRIA DA ARTE|CUBISMO
1792140,"Ramos, Silvana de Souza","Chauí, Marilena de Souza",A prosa de Dora,uma leitura da articulação entre natureza e cultura na filosofia de Merleau-Ponty,Dora´s Prose,a lecture on articulation between nature and culture on the Merleau-Ponty´s philosophy,Tese (Doutorado),FILOSOFIA,2009,NA,FENOMENOLOGIA|PATOLOGIA
1800285,"Cordeiro, Denilson Soares","Arantes, Paulo Eduardo",A formação do discernimento: Jean Maugüé e a gênese de uma experiência filosófica no Brasil,NA,Formation of the discernment,NA,Tese (Doutorado),FILOSOFIA,2008,NA,FILOSOFIA (ESTUDO E ENSINO)|INTELECTUAIS
1802413,"Carmo, Luis Alexandre Dias do","Terra, Ricardo Ribeiro",Fundamentação pragmático-transcendental da ética do discurso,NA,Transcendental-pragmatic foundation of discourse ethics,NA,Tese (Doutorado),FILOSOFIA,2009,NA,ÉTICA|FILOSOFIA CONTEMPORÂNEA
1802873,"Melo, Rurion Soares","Terra, Ricardo Ribeiro",Sentidos da emancipação,para além da antinomia revolução versus reforma,Meanings of emancipation,in addition to the antinomy revolution versus reform,Tese (Doutorado),FILOSOFIA,2009,NA,CAPITALISMO|DEMOCRACIA|SOCIALISMO|SOCIOLOGIA DO TRABALHO|EMANCIPAÇÃO (SOCIOLOGIA;FILOSOFIA)
1802910,"Querubini, Edson Donizete","Cardoso, Sergio",Montaigne e a Arte da Conversação,"a conversão para a ""maneira""",Montaige and the Art of Conversation,"the conversion to ""manner""",Dissertação (Mestrado),FILOSOFIA,2009,NA,CONVERSAÇÃO (ANÁLISE DO DISCURSO)
1802916,"Oliveira, Rita de Cassia Batista de","Kossovitch, Leon",A vitória de Michelangelo no certame de Giorgio Vasari,NA,The victory of Michelangelo in Giorgio Vasaris contest,NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,RENASCIMENTO|PINTURA|ESCULTURA
1802939,"Mesquita, Tiago dos Santos","Mammi, Lorenzo",Através do espelho,a constituição da pintura inicial de Andy Warhol (1956-1968),Through the mirror,the constitution of negginer paiting of Andy Warhol (1956-1968),Dissertação (Mestrado),FILOSOFIA,2009,NA,SERIGRAFIA (ANÁLISE;IMPACTOS CULTURAIS)
1802957,"Weltman, Michelle","Silva, Franklin Leopoldo e","Ontologia fenomenológica e liberdade em ""O ser e o nada"" de Jean-Paul Sartre",NA,"Phenomenological Ontology and Liberty in Jean-Paul Sartre's ""Being and Nothingness""",NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,ONTOLOGIA|LIBERDADE (ASPECTOS FILOSÓFICOS)
1803193,"Pedroso, Sandra Pires de Toledo","Cardoso, Sergio",Ensaios de Montaigne,o 'Jugement' e sua forma,Essays from Montaigne,the 'Jugement' and its form,Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA DO RENASCIMENTO|ENSAIO LITERÁRIO (HISTÓRIA E CRÍTICA)
1803225,"Silva, Anderson Gonçalves da","Arantes, Paulo Eduardo",A imaginação e seus usos,a propósito da simbolização em Schelling,Imagination and its uses,about symbolization in Schelling,Tese (Doutorado),FILOSOFIA,2009,NA,MITOLOGIA|FILOSOFIA DA LINGUAGEM
1803237,"Socha, Eduardo","Safatle, Vladimir Pinheiro",Bergsonismo musical,o tempo em Bergson e a noção de forma aberta em Debussy,Musical bergsonism,the time in Bergson and the concept of open form in Debussy,Dissertação (Mestrado),FILOSOFIA,2009,NA,TEMPO (FILOSOFIA)|TEMPO (MÚSICA)|COMPOSIÇÃO MUSICAL
1803454,"Godoy, Saul Gurfinkel Marques de","Costa, Newton Carneiro Affonso da",Estudos sobre a lógica paraconsciente DL e aplicações em Direito,NA,Studies about DL paraconsistent and applications in Law,NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,LÓGICA|HERMENÊUTICA|SILOGISMO (TEORIA)|FILOSOFIA DO DIREITO
