SYSNO,Author,Advisor,Title_Pt,Subtitle_pt,Title_En,Subtitle_en,Type,Field,Year,Keywords,Subject(Library)
1803498,"Piaui, William de Siqueira","Silva, Franklin Leopoldo e",Realidade do ideal e substancialidade do mundo em Leibniz,percorrendo e sobrevoando o labirinto do contínuo,Reality of the ideal and substantiality of the world on Leibniz,walking in and overflying the labyrinth of the continuous,Tese (Doutorado),FILOSOFIA,2009,NA,MATÉRIA (FILOSOFIA)|METAFÍSICA|FILOSOFIA MODERNA
1803584,"Videira Junior, Mario Rodrigues","Werle, Marco Aurélio",A linguagem do inefável,música e autonomia estética no romantismo alemão,The language of ineffable,music and aesthetics utonomy in German romantism,Tese (Doutorado),FILOSOFIA,2009,NA,MÚSICA INSTRUMENTAL|ROMANTISMO|FILOSOFIA DA MÚSICA (ANÁLISE;CRÍTICA)|FILOSOFIA MODERNA
1803674,"Leite, Sylvia Virginia Andrade","Matos, Olgaria Chain Feres","Simbolismo, o elo perdido",estudo da Ciência das Letras no sufismo,"Symbolism, the missing link",study of Science of Letters in sufism,Tese (Doutorado),FILOSOFIA,2009,NA,SUFISMO|SIMBOLISMO RELIGIOSO|CRENÇA RELIGIOSA|FILOSOFIA DA LINGUAGEM
1803685,"Nakayama, Patricia","Ribeiro, Renato Janine",A arte retórica de Thomas Hobbes,(tradução e comentário),The rhetorical art of Thomas Hobbes,(translation and commentary),Dissertação (Mestrado),FILOSOFIA,2009,NA,RETÓRICA|FILOSOFIA MODERNA|FILOSOFIA POLÍTICA
1805458,"Barbosa, Antonia Faro Agostinelli Peixoto","Silva, Franklin Leopoldo e",Engajamento e criação,sobre o desvendamento da realidade em Sartre,Engajement and creation,about the realitys devoilement in Sartre,Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA CONTEMPORÂNEA|LITERATURA|EXISTENCIALISMO
1805468,"Nunes, Antonio Sergio da Costa","Souza, Maria das Gracas de",A arqueologia da linguagem em Giambattista Vico,NA,The archeology of language in Giambattista Vico,NA,Tese (Doutorado),FILOSOFIA,2009,NA,FILOSOFIA MODERNA|LÓGICA|CONHECIMENTO (FILOSOFIA)
1805905,"Diehl, Frederico Lopes de Oliveira","Barros, Alberto Ribeiro Gonçalves de",Lei de natureza e lei civil em Hobbes,NA,Law of nature and civil law in Hobbes,NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA POLÍTICA
1806014,"Ventura, Rejane Maria Bernal","Knoll, Victor","O Dialogo di Pittura de Paolo Pino, o Dialogo della Pittura, intiolato L'Aretino de Lodovico Dolce e a reflexão sobre a arte em Veneza no século XVI",NA,"The Dialogo di Pittura of Paolo Pino, the Dialogo della Pittura, intitolato L'Aretino of Lodovico dolce adn the reflexion about art in Veneza in 16th century",NA,Tese (Doutorado),FILOSOFIA,2008,NA,ARTES|RETÓRICA|PINTURA
1806189,"Berbel, Marco Antonio Facione","Barros, Alberto Ribeiro Gonçalves de",As armas como instrumento de ação política em Maquiavel,uma análise de 'O Príncipe',Weapons as an instrument of political action in Machiavelli,an analysis of 'The Prince',Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA POLÍTICA|MAQUIAVELISMO
1806836,"Paula, Marcos Ferreira de","Chaui, Marilena de Souza",Alegria e felicidade,a experiência do processo liberador em Espinosa,Joy and happiness,the experience of the liberator process in Spinoza,Tese (Doutorado),FILOSOFIA,2009,NA,FELICIDADE|ÉTICA|ONTOLOGIA (ANÁLISE)
1806840,"Galgano, Nicola Stefano","Bolzani Filho, Roberto",A transgressão de Melisso,o tema do não-ser no eleatismo,Melissus' transgression,the theme of non-being in eleaticism,Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA ANTIGA|FILOSOFIA GREGA|PLATONISMO|PRÉ-SOCRÁTICOS|FILOSOFIA (HISTÓRIA)
1807581,"Chih, Chiu Yi","Bolzani Filho, Roberto",A eudaimonia na polis excelente de Aristóteles,NA,The eudaimonia in excelent polis of Aristotle,NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA ANTIGA|FILOSOFIA GREGA|ARISTOTELISMO|FELICIDADE (FILOSOFIA)
1809123,"Monteiro, Daniel Lago","Suzuki, Marcio",No limiar da visão: a poética do sublime em Edmund Burke,NA,On the Verge of Vision: Edmund Burkes poetics of the sublime,NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA MODERNA|ESTÉTICA
1811169,"Santiago-Ramos, Lilian","Matos, Olgaria Chain Feres",Pequena história do mal: Anselm Kiefer e Walter Benjamin,NA,Short narrative of evil: Anselm Kiefer and Walter Benjamin,NA,Tese (Doutorado),FILOSOFIA,2009,NA,ARTE CONTEMPORÂNEA (ANÁLISE;ASPECTOS FILOSÓFICOS)|ROMANTISMO|NAZISMO
1812673,"Tranjan, Tiago","Cuter, Joao Vergilio Gallerani",Carnap e a natureza da lógica,NA,Carnap and the nature of logic,NA,Tese (Doutorado),FILOSOFIA,2010,NA,TOLERÂNCIA (PRINCÍPIOS)|POSITIVISMO LÓGICO
1813138,"Oliveira, Everaldo Vanderlei de","Terra, Ricardo Ribeiro","Um mestre da crítica: romantismo, mito e Iluminismo em Walter Benjamin",NA,"master of critique: romanticism, myth, and Enlightenment in Walter Benjamin",NA,Tese (Doutorado),FILOSOFIA,2009,NA,ROMANTISMO (CRÍTICA)|CRÍTICA LITERÁRIA (ANÁLISE)|MITOS|ILUMINISMO
1813338,"Rezende, Cristiano Novaes de","Santos, Luiz Henrique Lopes dos",Intellectus Fabrica,um ensaio sobre a teoria da definição no Tractatus de Intellectus Emendatione de Espinosa,Intellectus Fabrica,un essai sur la théorie de la définition dans Tractatus de Intellectus Emendatione de Spinoza,Tese (Doutorado),FILOSOFIA,2008,NA,FILOSOFIA MODERNA|ONTOLOGIA|CRITICISMO
1813362,"Sousa, Tomás Bastian de","Nascimento, Milton Meira do",Política e direitos humanos em Marx,da Questão Judaica à Ideologia Alemã,Marx on politics and human rights,from On Jewish Question to The German Ideology,Dissertação (Mestrado),FILOSOFIA,2008,NA,CRÍTICA LITERÁRIA|DIREITOS HUMANOS (ANÁLISE;ASPECTOS POLÍTICOS)
1813581,"Pacheco, Marilia Batista Cota","Suzuki, Marcio",O absoluto em mim e contra mim,sobre a dialética da imaginação em Schelling: efetividade e ideal da razão,The absolute inside me and against me,on Schellings dialectics of imagination: reality and ideal of reason,Tese (Doutorado),FILOSOFIA,2009,NA,DIALÉTICA|RAZÃO|IDENTIDADE|IMAGINAÇÃO
1813775,"Lima, Arthur Klik de","Novaes Filho, Moacyr Ayres","Averróis e a questão do intelecto material no Grande Comentário ao De Anima de Aristóteles, livro III, comentário 5",NA,"Averroes and the issue of material intellect in theGreat Commentary on Aristotle's De Anima, book III, commentary 5",NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA ÁRABE (ANÁLISE)
1813822,"Costa, Lessandro Regiani","Estevao, Jose Carlos",Sobre a verdade em Alselmo de Cantuária,NA,On the truth in Anselm of Canterbury,NA,Dissertação (Mestrado),FILOSOFIA,2010,NA,FILOSOFIA MEDIEVAL|VERDADE|JUSTIÇA (FILOSOFIA)|DEUS (FILOSOFIA)
1814132,"Oliveira, Márcio Alves de","Silva, Franklin Leopoldo e",(In)tensões críticas no e do interior do pensamento Kierkegaardiano ou o filosofar crítico encravado numa filosofia abstrata,NA,Critical (in)tensions in and from the inside of Kierkegaardian thought or the critical philosophy in an abstract philosophy,NA,Tese (Doutorado),FILOSOFIA,2009,NA,DIALÉTICA|IRONIA|IDEOLOGIA
1814183,"Rodrigues, Raquel Imanishi","Arantes, Paulo Eduardo",Modernidade e tragédia: de Budapeste a Berlim às voltas com Peter Szondi e seus amigos ,NA,Modernity and tragedy: from Budapeste to Berlin Peter Szondi and his friends,NA,Tese (Doutorado),FILOSOFIA,2009,NA,INTELECTUAIS|TRAGÉDIA (LITERATURA) (HISTÓRIA E CRÍTICA)
1814555,"Tiburtino, Hugo Bezerra","Zingano, Marco Antonio de Avila",O problema do bom em geral para Aristóteles,NA,The problem of the good in general to Aristotle,NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,ARISTOTELISMO (ANÁLISE)|FILOSOFIA
1814596,"Silva, Sheila Paulino e","Bolzani Filho, Roberto",O filosófo e a morte,um estudo sobre a Phroneis no Fédon de Platão,The philosopher and the death,a study on Phronesis in Plato's Phaedo,Dissertação (Mestrado),FILOSOFIA,2009,NA,PLATONISMO (ANÁLISE)|FILOSOFIA|MORTE (ASPECTOS FILOSÓFICOS)|FILOSOFIA SOCRÁTICA
1814685,"Soares, Daniel Quaresma Figueira","Brandão, Eduardo",A função do corpo na filosofia de Schopenhauer,"conhecimento, metafísica e o problema da Coisa em si",The role of the body in Schopenhauer´s philosophy,"knowledge, metaphysics and the problem of the Thing in itself",Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA|METAFÍSICA|EPISTEMOLOGIA|DOGMATISMO
1815313,"Ribeiro, Carlos Eduardo","Safatle, Vladimir Pinheiro",Foucault,uma arqueologia política dos saberes,Foucault,a political archeology of knowledge,Tese (Doutorado),FILOSOFIA,2009,NA,ARQUEOLOGIA (TEORIA;CRÍTICA)|FILOSOFIA DA CIÊNCIA
1815362,"Borges, Anderson de Paula","Cuter, Joao Vergilio Gallerani",Razão e sensação no Teeteto de Platão,NA,Reason and preception in Plato's Theaetetus,NA,Tese (Doutorado),FILOSOFIA,2009,NA,FILOSOFIA ANTIGA|PLATONISMO|RAZÃO (ANÁLISE)|EPISTEMOLOGIA
1815377,"Marchi, Alessandra Daniela","Zingano, Marco Antonio de Avila",A virtude e o justo no Górgias de Platão,NA,Virtue and justice in Plato's Gorgias,NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,PLATONISMO|FILOSOFIA ANTIGA (ASPECTOS MORAIS E ÉTICOS;ASPECTOS POLÍTICOS)
1816086,"Sehnem, Claudio","Suzuki, Marcio",A imaginação na Crítica da Razão Pura,NA,The imagination in the Critique of pure reason,NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,IMAGINAÇÃO|ESPAÇO (FILOSOFIA)|TEMPO (FILOSOFIA)|PENSAMENTO
1818818,"Fonseca, Eduardo Ribeiro da","Cacciola, Maria Lucia Mello de Oliveira",Psiquismo e vida,"o conceito de impulso nas obras de Freud, Schopenhauer e Nietzsche",Psychism and life,"the concept of drive in the works of Freud, Schopenhauer and Nietzsche",Tese (Doutorado),FILOSOFIA,2009,NA,FILOSOFIA|MOTIVAÇÃO (ANÁLISE)|FORMAÇÃO DE CONCEITO (ANÁLISE)
1818849,"Almeida, Gabriel Bertin de","Monteiro, Joao Paulo Gomes",O contratualismo e o utilitarismo na filosofia moral e política de David Hume,NA,The contractualism and utilitarianism in moral and political philosophy of David Hume,NA,Tese (Doutorado),FILOSOFIA,2009,NA,FILOSOFIA (ASPECTOS MORAIS E ÉTICOS;ASPECTOS POLÍTICOS)|UTILITARISMO
1818874,"Souza, Herivelto Pereira de","Cuter, Joao Vergilio Gallerani",A vida e as fontes da normatividade,por uma história natural do conceito,Life and the sources of normativity,a natural history of concept,Tese (Doutorado),FILOSOFIA,2010,NA,FILOSOFIA|CONCEITOS (PROCESSOS COGNITIVOS)|MENTE|NATURALISMO
1819268,"Silva, Bruno Drumond Mello","Bolzani Filho, Roberto",ΤΗΣ ΜΟΥΣΙΚΗΣ ΤΟΠΟΣ ΤΗΙ ΠΟΛΙΤΕΙΑΙ,sobre a educação elementar através da música na República de Platão,ΤΗΣ ΜΟΥΣΙΚΗΣ ΤΟΠΟΣ ΤΗΙ ΠΟΛΙΤΕΙΑΙ,on the elementar education through music in Plato's Republic,Dissertação (Mestrado),FILOSOFIA,2010,NA,PLATONISMO|REPÚBLICA|EDUCAÇÃO|POESIA|FILOSOFIA ANTIGA
1819484,"Balieiro, Marcos Ribeiro","Souza, Maria das Gracas de",Essa mistura terrena grosseira,filosofia e vida comum em David Hume,This gross earthy mixture,Hume on philosophy and common life,Tese (Doutorado),FILOSOFIA,2009,NA,FILOSOFIA (ANÁLISE)
1819489,"Sabino, José Feres","Suzuki, Marcio",Ensaios de Karl Philipp Moritz,"linguagem, arte, filosofia (seleção, intodução, tradução e notas)",Karl Philipp Moritz's essays,"language, arts, philosophy (selection, introduction, translation and notes)",Dissertação (Mestrado),FILOSOFIA,2009,NA,LINGUAGEM|FILOSOFIA|LITERATURA ALEMÃ
1821113,"Cotrim, Ana Aguiar","Silva, Franklin Leopoldo e",O realismo nos escritos de Georg Lukács dos anos trinta,a centralidade da ação,Realism on Georg Lukács' writings from the thirties,the centrality of action,Dissertação (Mestrado),FILOSOFIA,2009,NA,FILOSOFIA|MARXISMO|REALISMO
1821131,"Bueno, Taynam Santos Luz","Souza, Maria das Gracas de","Representação, linguagem e política em Rousseau",NA,"Representation, language and politics in Rousseau",NA,Dissertação (Mestrado),FILOSOFIA,2009,NA,ILUMINISMO|REPRESENTAÇÃO|LINGUAGEM|POLÍTICA
1821137,"Cachel, Andrea","Monteiro, Joao Paulo Gomes",Regras gerais e racionalidade em Hume,NA,Rules and rationality in Hume,NA,Tese (Doutorado),FILOSOFIA,2010,NA,EMPIRISMO|RACIONALISMO
1822553,"Gusmão, Cynthia Sampaio de","Mariconda, Pablo Ruben",A harmônica na antiguidade grega,NA,Harmonics in greek antiquity,NA,Dissertação (Mestrado),FILOSOFIA,2010,NA,TEORIA MUSICAL|HARMONIA (MÚSICA)|COSMOLOGIA (FILOSOFIA)|ACÚSTICA MUSICAL|FILOSOFIA DA MÚSICA
1826777,"Iannini, Gilson de Paulo Moreira","Safatle, Vladimir Pinheiro",Estilo e verdade na perspectiva da crítica lacaniana à metalinguagem,NA,Style and truth from the perspective of the lacanian critique of metalanguage,NA,Tese (Doutorado),FILOSOFIA,2009,NA,FILOSOFIA|METALINGUAGEM|ESTRUTURALISMO
1832857,"Kuntz, Rolf",NA,O poder como direito,e outros estudos de filosofia política,NA,NA,Tese (Livre Docência),NA,2009,NA,IDEOLOGIA POLÍTICA
1832908,"Mammì, Lorenzo",NA,Agostinho e as artes,dos diálogos filosóficos às Confissões,NA,NA,Tese (Livre Docência),NA,2009,NA,Diálogo (GÊNERO)
1833007,"Safatle, Vladimir Pinheiro",NA,Grande Hotel Abgrund,NA,NA,NA,Tese (Livre Docência),NA,2009,NA,FILOSOFIA
1833010,"Werle, Marco Aurélio",NA,A estética de Hegel,sua época e herança,NA,NA,Tese (Livre Docência),NA,2009,NA,Filosofia
1833012,"Estêvão, José Carlos",NA,Abelardo e Heloísa,"Pedro Abelardo, ética ou conhece-te a ti mesmo",NA,NA,Tese (Livre Docência),NA,2009,NA,Filosofia
1838621,"Lima, Márcio José Silveira","Marton, Scarlett Zerbetto",Perspectivísmo e verdade em Nietzsche. Da apropriação de Kant ao confronto com o relativismo,NA,Perspectivism and truth in Nietzsche. From the appropriation of Kant to the confrontation with relativism,NA,Tese (Doutorado),FILOSOFIA,2010,NA,DOGMATISMO|VERDADE|FILOSOFIA|IDEALISMO
1850155,"Oliveira, Maria Eduarda Martins de","Bolzani Filho, Roberto",A fraternidade entre alma do mundo e a almas individuais na filosofia de Plotino,NA,La confrérie de l'âme du monde et des âmes individuelles dans la philosophie de Plotin,NA,Dissertação (Mestrado),FILOSOFIA,2010,NA,ALMA|FILOSOFIA
1902468,"Silva, Paulo Marcos da","Brandão, Eduardo",O princípio de razão suficiente (1813) e a questão da verdade em Schopenhauer,NA,The principle of sufficient reason (1813) and the question of the truth on Schopenhauer,NA,Dissertação (Mestrado),FILOSOFIA,2010,NA,VERDADE (FILOSOFIA)|FILOSOFIA CONTEMPORÂNEA
1943977,"Sparvoli, Wilson Alves","Oliva, Luís César Guimarães",A questão das substâncias corporais em Leibniz,NA,Question of substances bodies in Leibniz,NA,Dissertação (Mestrado),FILOSOFIA,2010,NA,FILOSOFIA MODERNA|ONTOLOGIA (FILOSOFIA)
1964458,"Santos, Katia Cilene da Silva","Brandão, Eduardo",O problema da liberdade na filosofia de Arthur Schopenhauer,NA,The problem of freedom in the philosophy of Arthur Schopenhauer,NA,Dissertação (Mestrado),FILOSOFIA,2010,NA,FILOSOFIA CONTEMPORÂNEA|VONTADE (ÉTICA)|LIBERDADE (FILOSOFIA)
1996715,"Torrano, Luisa Helena","Safatle, Vladimir Pinheiro","O campo da ambivalência. Poder, sujeito, linguagem e o legado de Michel Foucault na filosofia de Judith Butler",NA,"The field of ambivalence Power, subject, language and Michel Foucaults Legacy in the philosophy of Judith Butler",NA,Dissertação (Mestrado),FILOSOFIA,2010,NA,FILOSOFIA DA LINGUAGEM|SUJEITO (FILOSOFIA)|FILOSOFIA CONTEMPORÂNEA
1998358,"Villanova, Marcelo Gross","Souza, Maria das Gracas de",Hobbes e a reciprocidade,Uma investigação sobre a relevância da regra de ouro das leis naturais na teoria política hobbesiana,Hobbes and the reciprocity,an investigation about the relevance of the golden rules of natural law in Hobbesian political theory,Tese (Doutorado),FILOSOFIA,2010,NA,FILOSOFIA POLÍTICA (TEORIA)|FILOSOFIA MODERNA
2122778,"Bressiani, Nathalie de Almeida","Terra, Ricardo Ribeiro","Economia, cultura e normatividade",o debate de Nancy Fraser e Axel Honneth sobre redistribuição e reconhecimento,"Economy, Culture and Normativity",the discussion of Nancy Fraser and Axel Honneth about recognition and redistribution,Dissertação (Mestrado),FILOSOFIA,2010,NA,FILOSOFIA CONTEMPORÂNEA|TEORIA CRÍTICA (FILOSOFIA)|CONFLITO SOCIAL
2122789,"Pereira Filho, Antonio Jose","Souza, Maria das Gracas de",Linguagem e Práxis,Vico e a crítica à concepção cartesiana da linguagem,Language and praxis,Vico and the critique of Cartesian view of language,Tese (Doutorado),FILOSOFIA,2010,NA,FILOSOFIA MODERNA|RETÓRICA (POLÍTICA)|FILOSOFIA DA LINGUAGEM
2123280,"Oliveira, Fabiano de Almeida","Mammi, Lorenzo",João Calvino e Santo Agostinho sobre o conhecimento de Deus e o conhecimento de si,um caso de disjunção teológico-filosófica,John Calvin and St. Augustine on knowledge of God and self-knowledge,a case of theological and philosophical disjunction,Dissertação (Mestrado),FILOSOFIA,2010,NA,DEUS (FILOSOFIA)|HUMANISMO|CALVINISMO (INFLUÊNCIAS)|FILOSOFIA PATRÍSTICA|FILOSOFIA MEDIEVAL
2123543,"Martinho, Adriano Blattner","Werle, Marco Aurélio",Os momentos literários da individualidade moderna na fenomenologia do espírito de Hegel,NA,The literary moments of modern individuality in Hegel's phenomenology of spirit,NA,Dissertação (Mestrado),FILOSOFIA,2010,NA,INDIVIDUALIDADE (FILOSOFIA)|LITERATURA|FENOMENOLOGIA|FILOSOFIA CONTEMPORÂNEA
2125629,"Costa, Carlos Eduardo Batalha da Silva e","Terra, Ricardo Ribeiro",A construção do enfoque nas teorias jurídicas,subsídios para repensar o debate em torno da racionalidade no direito,The formulation of focus in legal theories,a contribution to rethinking the debate over rationality in law,Tese (Doutorado),FILOSOFIA,2010,NA,TEORIA JURÍDICA|HERMENÊUTICA (DIREITO)|TEORIA JURÍDICA
2128466,"Gracioso, Joel","Silva, Franklin Leopoldo e",Interioridade e filosofia do espírito nas Confissões de Santo Agostinho,NA,Interiority of the spirit and philosophy in the Confessions of St. Augustine,NA,Tese (Doutorado),FILOSOFIA,2010,NA,FILOSOFIA PATRÍSTICA|FILOSOFIA CRISTÃ
2128492,"Aymoré, Debora de Sá Ribeiro","Ramos, Mauricio de Carvalho",O modelo de historiografia da ciência kuhniano,"da obra ""A estrutura das revoluções científicas"" aos ensaios tardios",Kuhnian historiography of science,"from ""The structure of scientific revolutions"" until later essays",Dissertação (Mestrado),FILOSOFIA,2010,NA,FILOSOFIA DA CIÊNCIA (HISTORIOGRAFIA)
2134385,"Pereira, Luciano","Arantes, Paulo Eduardo",Depressão,mobilização e sofrimento socia,Depression,mobilization and social suffering,Tese (Doutorado),FILOSOFIA,2010,NA,QUALIDADE DE VIDA NO TRABALHO|DEPRESSÃO|SOFRIMENTO|ESTRESSE PROFISSIONAL
2134654,"Conti, Rafael Augusto de","Barros, Alberto Ribeiro Gonçalves de",Liberdade para além do estado em Thomas Hobbes,o rei nu em busca da equidade soberana (ou Do homem à máquina e da máquina ao homem: a liberdade como reino da ética),Liberty beyond the state,the naked king looking for the sovereign fairness (or From the man to the machine and from the machine to the man: the freedom as the ethics's kingdom),Dissertação (Mestrado),FILOSOFIA,2010,NA,FILOSOFIA POLÍTICA|ESTADO (POLÍTICA)|PODER|LIBERDADE
2136287,"Garcia, Rafael Rodrigues","Plastino, Caetano Ernesto",Genealogia da crítica da cultura,um estudo sobre a Filosofia das formas simbólicas de Ernst Cassirer,The genealogy of the critic of culture,a study on The philosophy of the symbolic form of Ernst Cassirer,Dissertação (Mestrado),FILOSOFIA,2010,NA,FILOSOFIA CONTEMPORÂNEA|FILOSOFIA (HISTÓRIA)|EPISTEMOLOGIA
